,NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,PRESOLVING TIME W/ CUTS,TIME FIRST ROUND,TIME ROOT END,RANDOM SEED,CUT SETTING,STATUS,END
374,rocI-3-11.mps.gz,-70503.0,-70503.0,24,-70403.0,-50303.0,10.785133,-50303.0,0.0,16928,2303,0,1381,0.436925,0.5408499999999999,5.135931,2,1,optimal,DONE
374,rocI-3-11.mps.gz,-70503.0,-70503.0,24,-70403.0,-50303.0,10.807562,-50303.0,0.0,16928,2303,0,1381,0.4577409999999999,0.56408,5.165279,8,1,optimal,DONE
374,rocI-3-11.mps.gz,-70503.0,-70503.0,24,-70403.0,-50303.0,10.736318,-50303.0,0.0,16928,2303,0,1381,0.4410469999999999,0.545011,5.148084,16,1,optimal,DONE
374,rocI-3-11.mps.gz,-70503.0,-70503.0,24,-70403.0,-50303.0,10.816088,-50303.0,0.0,16928,2303,0,1381,0.4441409999999999,0.548882,5.16222,4,1,optimal,DONE
374,rocI-3-11.mps.gz,-70503.0,-70503.0,24,-70403.0,-50303.0,10.871498,-50303.0,0.0,16928,2303,0,1381,0.4493749999999999,0.554557,5.16437,32,1,optimal,DONE
375,rocI-4-11.mps.gz,-11070503.0,-11070503.0,26,-11070403.0,-6020203.0,147.640871,-6020203.0,0.0,72769,12701,0,14096,0.931401,1.250705,40.75552,32,1,optimal,DONE
375,rocI-4-11.mps.gz,-11070503.0,-11070503.0,26,-11070403.0,-6020203.0,113.348791,-6020203.0,0.0,72769,12701,0,14096,0.687923,0.928437,30.974533,16,1,optimal,DONE
375,rocI-4-11.mps.gz,-11070503.0,-11070503.0,26,-11070403.0,-6020203.0,103.356126,-6020203.0,0.0,72769,12701,0,14096,0.626657,0.851605,28.738711,2,1,optimal,DONE
375,rocI-4-11.mps.gz,-11070503.0,-11070503.0,26,-11070403.0,-6020203.0,113.391933,-6020203.0,0.0,72769,12701,0,14096,0.710735,0.958937,31.150198,4,1,optimal,DONE
375,rocI-4-11.mps.gz,-11070503.0,-11070503.0,26,-11070403.0,-6020203.0,113.164269,-6020203.0,0.0,72769,12701,0,14096,0.698346,0.938217,31.053075,8,1,optimal,DONE
376,rocII-5-11.mps.gz,-286.88565247021575,-11.882202378931522,41,-11.862388851818372,-6.675504731538448,17912.352073,-6.675504731538448,0.0,184321,38370,0,1371515,21.650657,23.4692,324.907883,16,1,optimal,DONE
376,rocII-5-11.mps.gz,-286.88565247021575,-11.882202378931522,41,-11.862388851818372,-6.675504731538448,18000.001871,-6.675504731538448,0.7594064606366578,142181,28250,0,944973,22.278442,24.099393,331.58945,2,1,timelimit,DONE
376,rocII-5-11.mps.gz,-286.88565247021575,-11.882202378931522,41,-11.862388851818372,-6.675504731538448,18000.000574,-6.675504731538448,0.6098711525430105,156583,31497,0,1112485,18.855424,20.561261,317.093702,8,1,timelimit,DONE
376,rocII-5-11.mps.gz,-286.88565247021575,-11.882202378931522,41,-11.862388851818372,-6.675504731538448,18000.00149,-6.675504731538448,0.6098472841261043,157048,31603,0,1114721,20.312873,22.106366,317.857588,32,1,timelimit,DONE
376,rocII-5-11.mps.gz,-286.88565247021575,-11.882202378931522,41,-11.862388851818372,-6.675504731538448,18000.006402,-6.675504731538448,0.6117560186604055,150415,30119,0,1038901,18.321184,19.786665,263.16316,4,1,timelimit,DONE
377,rococoC10-001000.mps.gz,7515.271029411765,8788.823534577303,48,10337.197197643276,11460.0,1288.186166,11460.0,0.0,519486,14067,0,50312,0.176705,0.535084,94.726159,2,1,optimal,DONE
377,rococoC10-001000.mps.gz,7515.271029411765,8788.823534577303,48,10337.197197643276,11460.0,1285.527971,11460.0,0.0,519486,14067,0,50312,0.172731,0.529399,94.402521,4,1,optimal,DONE
377,rococoC10-001000.mps.gz,7515.271029411765,8788.823534577303,48,10337.197197643276,11460.0,1297.223317,11460.0,0.0,519486,14067,0,50312,0.170287,0.527523,93.953748,8,1,optimal,DONE
377,rococoC10-001000.mps.gz,7515.271029411765,8788.823534577303,48,10337.197197643276,11460.0,1296.664379,11460.0,0.0,519486,14067,0,50312,0.174665,0.538322,94.663871,32,1,optimal,DONE
377,rococoC10-001000.mps.gz,7515.271029411765,8788.823534577303,48,10337.197197643276,11460.0,1298.360891,11460.0,0.0,519486,14067,0,50312,0.1765,0.535441,94.056025,16,1,optimal,DONE
378,roi2alpha3n4.mps.gz,-99.1799999999996,-81.38495796489138,31,-75.75937569563392,-63.2084920771,2366.728386,-63.2084920771,0.0,64285,8824,0,14515,148.725749,155.93444,659.722747,4,1,optimal,DONE
378,roi2alpha3n4.mps.gz,-99.1799999999996,-81.38495796489138,31,-75.75937569563392,-63.2084920771,2356.774153,-63.2084920771,0.0,64285,8824,0,14515,142.681887,150.046727,649.7854,2,1,optimal,DONE
378,roi2alpha3n4.mps.gz,-99.1799999999996,-81.38495796489138,31,-75.75937569563392,-63.2084920771,2219.316366,-63.2084920771,0.0,64285,8824,0,14515,94.138673,100.135215,574.642533,16,1,optimal,DONE
378,roi2alpha3n4.mps.gz,-99.1799999999996,-81.38495796489138,31,-75.75937569563392,-63.2084920771,2117.212011,-63.2084920771,0.0,64285,8824,0,14515,138.128281,146.207506,668.258792,32,1,optimal,DONE
378,roi2alpha3n4.mps.gz,-99.1799999999996,-81.38495796489138,31,-75.75937569563392,-63.2084920771,2171.386664,-63.2084920771,0.0,64285,8824,0,14515,141.675312,149.719752,686.576344,8,1,optimal,DONE
379,roll3000.mps.gz,11098.049689914931,11099.66947400507,43,12557.493607682514,12890.000000000013,53.452693,12890.000000000013,0.0,35036,3166,0,2830,0.218882,0.494552,5.328528,2,1,optimal,DONE
379,roll3000.mps.gz,11098.049689914931,11099.66947400507,43,12557.493607682514,12890.000000000013,51.869374,12890.000000000013,0.0,35036,3166,0,2830,0.2216689999999999,0.491647,5.245097,4,1,optimal,DONE
379,roll3000.mps.gz,11098.049689914931,11099.66947400507,43,12557.493607682514,12890.000000000013,65.953471,12890.000000000013,0.0,35036,3166,0,2830,0.279009,0.629975,6.678645,16,1,optimal,DONE
379,roll3000.mps.gz,11098.049689914931,11099.66947400507,43,12557.493607682514,12890.000000000013,65.848185,12890.000000000013,0.0,35036,3166,0,2830,0.279012,0.6299779999999999,6.669391,32,1,optimal,DONE
379,roll3000.mps.gz,11098.049689914931,11099.66947400507,43,12557.493607682514,12890.000000000013,51.822279,12890.000000000013,0.0,35036,3166,0,2830,0.2192339999999999,0.4947689999999999,5.245941,8,1,optimal,DONE
380,rout.mps.gz,-18169.42999999999,981.864285714286,34,1005.7684429403118,1077.56,19.001015,1077.56,0.0,18164,2413,0,1366,0.0691659999999999,0.096604,1.143545,32,1,optimal,DONE
380,rout.mps.gz,-18169.42999999999,981.864285714286,34,1005.7684429403118,1077.56,23.72315,1077.56,0.0,18164,2413,0,1366,0.087882,0.122058,1.456378,16,1,optimal,DONE
380,rout.mps.gz,-18169.42999999999,981.864285714286,34,1005.7684429403118,1077.56,18.914752,1077.56,0.0,18164,2413,0,1366,0.067971,0.096138,1.154833,2,1,optimal,DONE
380,rout.mps.gz,-18169.42999999999,981.864285714286,34,1005.7684429403118,1077.56,18.987101,1077.56,0.0,18164,2413,0,1366,0.069747,0.097089,1.1392,4,1,optimal,DONE
380,rout.mps.gz,-18169.42999999999,981.864285714286,34,1005.7684429403118,1077.56,23.723157,1077.56,0.0,18164,2413,0,1366,0.087882,0.122058,1.456416,8,1,optimal,DONE
381,rpp22falsei.mps.gz,0.0,0.0,11,0.0,0.0,106.977214,0.0,0.0,61003,6572,0,1111,15.836508,22.060073,30.780564,8,1,optimal,DONE
381,rpp22falsei.mps.gz,0.0,0.0,11,0.0,0.0,79.230819,0.0,0.0,61003,6572,0,1111,8.675987,13.949511,20.933201,32,1,optimal,DONE
381,rpp22falsei.mps.gz,0.0,0.0,11,0.0,0.0,126.845406,0.0,0.0,61003,6572,0,1111,18.223439,25.803903,36.089429,2,1,optimal,DONE
381,rpp22falsei.mps.gz,0.0,0.0,11,0.0,0.0,79.214416,0.0,0.0,61003,6572,0,1111,8.673912,13.946311,20.927408,16,1,optimal,DONE
381,rpp22falsei.mps.gz,0.0,0.0,11,0.0,0.0,126.81229,0.0,0.0,61003,6572,0,1111,18.173993,25.772808,36.07521,4,1,optimal,DONE
382,s250r10.mps.gz,-472.51244477206257,-0.1726770419054806,145,-0.1725876014985801,-0.1717804834231643,5178.395778,-0.1717804834231644,0.0,47364,1190,0,8846,283.272974,1385.524335,3597.508041,16,1,optimal,DONE
382,s250r10.mps.gz,-472.51244477206257,-0.1726770419054806,145,-0.1725876014985801,-0.1717804834231643,5162.083029,-0.1717804834231644,0.0,47364,1190,0,8846,280.389538,1373.405138,3580.463903,8,1,optimal,DONE
382,s250r10.mps.gz,-472.51244477206257,-0.1726770419054806,145,-0.1725876014985801,-0.1717804834231643,4480.539363,-0.1717804834231644,0.0,47364,1190,0,8846,173.474126,933.851216,2965.637106,32,1,optimal,DONE
382,s250r10.mps.gz,-472.51244477206257,-0.1726770419054806,145,-0.1725876014985801,-0.1717804834231643,4824.886251,-0.1717804834231644,0.0,47364,1190,0,8846,199.072363,1156.94816,3358.183512,2,1,optimal,DONE
382,s250r10.mps.gz,-472.51244477206257,-0.1726770419054806,145,-0.1725876014985801,-0.1717804834231643,4322.152267,-0.1717804834231644,0.0,47364,1190,0,8846,150.371969,874.540337,2829.187124,4,1,optimal,DONE
383,s55.mps.gz,-189.8037754979513,0.0,0,-22.15177315900681,-22.15177315900681,30.135918,-22.15177315900681,0.0,8942,0,0,1,12.00742,0.0,0.0,8,1,optimal,DONE
383,s55.mps.gz,-189.8037754979513,0.0,0,-22.15177315900681,-22.15177315900681,31.021834,-22.15177315900681,0.0,8942,0,0,1,12.150799,0.0,0.0,32,1,optimal,DONE
383,s55.mps.gz,-189.8037754979513,0.0,0,-22.15177315900681,-22.15177315900681,30.989762,-22.15177315900681,0.0,8942,0,0,1,11.45112,0.0,0.0,16,1,optimal,DONE
383,s55.mps.gz,-189.8037754979513,0.0,0,-22.15177315900681,-22.15177315900681,32.547382,-22.15177315900681,0.0,8942,0,0,1,12.640709,0.0,0.0,2,1,optimal,DONE
383,s55.mps.gz,-189.8037754979513,0.0,0,-22.15177315900681,-22.15177315900681,25.245146,-22.15177315900681,0.0,8942,0,0,1,9.259769,0.0,0.0,4,1,optimal,DONE
384,seymour.mps.gz,177.0,405.7964234467293,42,412.2905980558456,423.0,18000.00066,423.0,0.0055551997643784,4091983,57630,0,427920,0.2129059999999999,0.939274,243.173819,8,1,timelimit,DONE
384,seymour.mps.gz,177.0,405.7964234467293,42,412.2905980558456,423.0,18000.00076,423.0,0.0052693766108133,4619882,58099,0,450559,0.222333,0.960406,245.821171,2,1,timelimit,DONE
384,seymour.mps.gz,177.0,405.7964234467293,42,412.2905980558456,423.0,18000.00116,423.0,0.0055443270478461,4107667,57633,0,428672,0.213562,0.939559,243.011606,4,1,timelimit,DONE
384,seymour.mps.gz,177.0,405.7964234467293,42,412.2905980558456,423.0,18000.000191,423.0,0.0052465769675611,4666543,58120,0,452191,0.303226,1.284871,328.072467,32,1,timelimit,DONE
384,seymour.mps.gz,177.0,405.7964234467293,42,412.2905980558456,423.0,18000.000339,423.0,0.0055477834841002,4101619,57632,0,428406,0.216966,0.950483,242.982934,16,1,timelimit,DONE
385,seymour1.mps.gz,175.0,404.35158316087313,20,406.2815469362062,410.7637013945247,56.830717,410.7637013945247,0.0,6645,359,0,972,0.183188,1.423195,5.206513,4,1,optimal,DONE
385,seymour1.mps.gz,175.0,404.35158316087313,20,406.2815469362062,410.7637013945247,78.436371,410.7637013945247,0.0,6645,359,0,972,0.2867929999999999,1.975721,7.172959,8,1,optimal,DONE
385,seymour1.mps.gz,175.0,404.35158316087313,20,406.2815469362062,410.7637013945247,56.416951,410.7637013945247,0.0,6645,359,0,972,0.181063,1.404792,5.139945,2,1,optimal,DONE
385,seymour1.mps.gz,175.0,404.35158316087313,20,406.2815469362062,410.7637013945247,57.364725,410.7637013945247,0.0,6645,359,0,972,0.184584,1.423014,5.222847,32,1,optimal,DONE
385,seymour1.mps.gz,175.0,404.35158316087313,20,406.2815469362062,410.7637013945247,57.027321,410.7637013945247,0.0,6645,359,0,972,0.182161,1.421211,5.233386,16,1,optimal,DONE
386,shipschedule3shipsi.mps.gz,-265650.0,-265650.0,30,-265650.0,-265650.0,8.959543,-265650.0,0.0,20855,284,0,1,7.124126,7.549552999999999,8.959438,2,1,optimal,DONE
386,shipschedule3shipsi.mps.gz,-265650.0,-265650.0,30,-265650.0,-265650.0,8.41528,-265650.0,0.0,20855,284,0,1,6.625501,7.007934,8.415108,16,1,optimal,DONE
386,shipschedule3shipsi.mps.gz,-265650.0,-265650.0,30,-265650.0,-265650.0,9.390646,-265650.0,0.0,20855,284,0,1,7.602675,8.014323,9.390526,8,1,optimal,DONE
386,shipschedule3shipsi.mps.gz,-265650.0,-265650.0,30,-265650.0,-265650.0,9.077452,-265650.0,0.0,20855,284,0,1,7.200933,7.633831,9.077292,4,1,optimal,DONE
386,shipschedule3shipsi.mps.gz,-265650.0,-265650.0,30,-265650.0,-265650.0,18.066908,-265650.0,0.0,20855,284,0,1,15.078581,15.737362,18.066694,32,1,optimal,DONE
387,shipschedule6shipsmixi.mps.gz,-301650.0,-301650.0,14,-301650.0,-301650.0,27.861824,-301650.0,0.0,46686,814,0,10,23.646142,25.54579,27.546754,2,1,optimal,DONE
387,shipschedule6shipsmixi.mps.gz,-301650.0,-301650.0,14,-301650.0,-301650.0,38.557192,-301650.0,0.0,46686,814,0,10,33.091116,35.504868,38.12682,4,1,optimal,DONE
387,shipschedule6shipsmixi.mps.gz,-301650.0,-301650.0,14,-301650.0,-301650.0,23.57965,-301650.0,0.0,46686,814,0,10,20.022117,21.62911,23.303546,32,1,optimal,DONE
387,shipschedule6shipsmixi.mps.gz,-301650.0,-301650.0,14,-301650.0,-301650.0,23.610398,-301650.0,0.0,46686,814,0,10,20.063764,21.658506,23.334327,16,1,optimal,DONE
387,shipschedule6shipsmixi.mps.gz,-301650.0,-301650.0,14,-301650.0,-301650.0,20.561381,-301650.0,0.0,46686,814,0,10,17.364711,18.674957,20.293324,8,1,optimal,DONE
388,shipschedule8shipsmixuci.mps.gz,-401100.0,-401100.0,14,-401100.0,-389100.0,105.636213,-389100.0,0.0,111447,10976,0,1822,34.349546,38.616049,43.050714,2,1,optimal,DONE
388,shipschedule8shipsmixuci.mps.gz,-401100.0,-401100.0,14,-401100.0,-389100.0,165.761061,-389100.0,0.0,111447,10976,0,1822,53.544344,60.855996,67.245823,4,1,optimal,DONE
388,shipschedule8shipsmixuci.mps.gz,-401100.0,-401100.0,14,-401100.0,-389100.0,120.375295,-389100.0,0.0,111447,10976,0,1822,37.822851,42.952031,48.323194,32,1,optimal,DONE
388,shipschedule8shipsmixuci.mps.gz,-401100.0,-401100.0,14,-401100.0,-389100.0,94.080344,-389100.0,0.0,111447,10976,0,1822,28.723121,32.434206,36.697506,16,1,optimal,DONE
388,shipschedule8shipsmixuci.mps.gz,-401100.0,-401100.0,14,-401100.0,-389100.0,106.178403,-389100.0,0.0,111447,10976,0,1822,32.814944,37.286433,41.686404,8,1,optimal,DONE
389,sorrell3.mps.gz,-1024.0,-412.5,403,-19.675239504229577,-16.0,18000.010608,-16.0,0.0846781608872897,375144,2647,0,33959,9.787035,22.666521,6275.113499,2,1,timelimit,DONE
389,sorrell3.mps.gz,-1024.0,-412.5,403,-19.675239504229577,-16.0,16286.313975,-16.0,0.0,376362,2663,0,35039,6.591633,15.885741,5339.441051,32,1,optimal,DONE
389,sorrell3.mps.gz,-1024.0,-412.5,403,-19.675239504229577,-16.0,18000.004231,-16.0,0.1372040616917729,364603,1660,0,16346,8.715817,19.885448,7105.337282,8,1,timelimit,DONE
389,sorrell3.mps.gz,-1024.0,-412.5,403,-19.675239504229577,-16.0,17161.24984,-16.0,0.0,376362,2663,0,35039,7.014106,17.086996,5416.044432,16,1,optimal,DONE
389,sorrell3.mps.gz,-1024.0,-412.5,403,-19.675239504229577,-16.0,17198.364245,-16.0,0.0,376362,2663,0,35039,6.735581,16.691422,5385.456289,4,1,optimal,DONE
390,sp98ar.mps.gz,524404421.762189,524493994.5391781,46,526363409.4117338,529740623.2,15775.353703,529740623.2,0.0,2249073,9028,0,192153,2.678258,14.081726,538.705861,8,1,optimal,DONE
390,sp98ar.mps.gz,524404421.762189,524493994.5391781,46,526363409.4117338,529740623.2,16440.870881,529740623.2,0.0,2249073,9028,0,192153,1.731734,10.147556,431.43047,2,1,optimal,DONE
390,sp98ar.mps.gz,524404421.762189,524493994.5391781,46,526363409.4117338,529740623.2,15734.476018,529740623.2,0.0,2249073,9028,0,192153,1.858378,10.494869,433.164889,32,1,optimal,DONE
390,sp98ar.mps.gz,524404421.762189,524493994.5391781,46,526363409.4117338,529740623.2,15154.48376,529740623.2,0.0,2249073,9028,0,192153,2.723691,14.115192,549.279319,4,1,optimal,DONE
390,sp98ar.mps.gz,524404421.762189,524493994.5391781,46,526363409.4117338,529740623.2,15811.443842,529740623.2,0.0,2249073,9028,0,192153,1.785232,10.227156,424.867621,16,1,optimal,DONE
391,sp98ic.mps.gz,444277568.9341517,444420757.9334213,27,444906724.0174926,449144758.4,9371.477984,449144758.4,0.0,2031626,8441,0,141964,1.333758,9.966596,357.653617,2,1,optimal,DONE
391,sp98ic.mps.gz,444277568.9341517,444420757.9334213,27,444906724.0174926,449144758.4,8934.281977,449144758.4,0.0,2031626,8441,0,141964,1.878979,12.485896,459.137259,8,1,optimal,DONE
391,sp98ic.mps.gz,444277568.9341517,444420757.9334213,27,444906724.0174926,449144758.4,8885.759449,449144758.4,0.0,2031626,8441,0,141964,1.363279,9.91686,369.442181,4,1,optimal,DONE
391,sp98ic.mps.gz,444277568.9341517,444420757.9334213,27,444906724.0174926,449144758.4,9124.017042,449144758.4,0.0,2031626,8441,0,141964,1.846601,12.689573,440.622712,16,1,optimal,DONE
391,sp98ic.mps.gz,444277568.9341517,444420757.9334213,27,444906724.0174926,449144758.4,10546.034369,449144758.4,0.0,2031626,8441,0,141964,1.881208,12.725014,467.386471,32,1,optimal,DONE
392,sp98ir.mps.gz,9101966.4,216717059.7598965,12,217100235.6110509,219676790.4,69.983025,219676790.4,0.0,7655,566,0,2280,0.622161,1.145298,6.234934,32,1,optimal,DONE
392,sp98ir.mps.gz,9101966.4,216717059.7598965,12,217100235.6110509,219676790.4,69.291028,219676790.4,0.0,7655,566,0,2280,0.6503129999999999,1.160579,5.803507,4,1,optimal,DONE
392,sp98ir.mps.gz,9101966.4,216717059.7598965,12,217100235.6110509,219676790.4,79.484776,219676790.4,0.0,7655,566,0,2280,0.800522,1.434642,7.051443,2,1,optimal,DONE
392,sp98ir.mps.gz,9101966.4,216717059.7598965,12,217100235.6110509,219676790.4,71.299005,219676790.4,0.0,7655,566,0,2280,0.691892,1.249472,6.216312,8,1,optimal,DONE
392,sp98ir.mps.gz,9101966.4,216717059.7598965,12,217100235.6110509,219676790.4,71.371603,219676790.4,0.0,7655,566,0,2280,0.69445,1.253535,6.216139,16,1,optimal,DONE
393,splice1k1.mps.gz,-1654.0,-1645.7647279614914,11,-1645.5628137424992,-394.0,8514.045127,-394.0,0.0,12919348,56988,0,592,2131.243001,2247.101674,3248.45487,2,1,optimal,DONE
393,splice1k1.mps.gz,-1654.0,-1645.7647279614914,11,-1645.5628137424992,-394.0,8609.437958,-394.0,0.0,12919348,56988,0,592,828.909919,877.187534,1628.433933,8,1,optimal,DONE
393,splice1k1.mps.gz,-1654.0,-1645.7647279614914,11,-1645.5628137424992,-394.0,9016.428879,-394.0,0.0,12919348,56988,0,592,1716.984823,1800.31255,2735.645796,32,1,optimal,DONE
393,splice1k1.mps.gz,-1654.0,-1645.7647279614914,11,-1645.5628137424992,-394.0,8463.423384,-394.0,0.0,12919348,56988,0,592,2213.43471,2329.823583,3188.478443,4,1,optimal,DONE
393,splice1k1.mps.gz,-1654.0,-1645.7647279614914,11,-1645.5628137424992,-394.0,10020.067835,-394.0,0.0,12919348,56988,0,592,2435.311356,2541.356937,3743.21035,16,1,optimal,DONE
394,square23.mps.gz,4.0,0.0,0,8.333333333333329,13.0,196.410624,13.0,0.0,559,0,0,178,5.840121,0.0,0.0,32,1,optimal,DONE
394,square23.mps.gz,4.0,0.0,0,8.333333333333329,13.0,179.587802,13.0,0.0,559,0,0,178,4.051431,0.0,0.0,8,1,optimal,DONE
394,square23.mps.gz,4.0,0.0,0,8.333333333333329,13.0,196.679591,13.0,0.0,559,0,0,178,5.697446,0.0,0.0,4,1,optimal,DONE
394,square23.mps.gz,4.0,0.0,0,8.333333333333329,13.0,215.127508,13.0,0.0,559,0,0,178,5.141788,0.0,0.0,2,1,optimal,DONE
394,square23.mps.gz,4.0,0.0,0,8.333333333333329,13.0,169.923088,13.0,0.0,559,0,0,178,4.347376,0.0,0.0,16,1,optimal,DONE
395,square31.mps.gz,4.0,0.0,0,8.499999999999984,15.000000000000004,15358.148022,15.000000000000004,0.0,1001,0,0,1367,22.253417,0.0,0.0,16,1,optimal,DONE
395,square31.mps.gz,4.0,0.0,0,8.499999999999984,15.000000000000004,13079.335005,15.000000000000004,0.0,1001,0,0,1367,24.108435,0.0,0.0,32,1,optimal,DONE
395,square31.mps.gz,4.0,0.0,0,8.499999999999984,15.000000000000004,16564.757147,15.000000000000004,0.0,1001,0,0,1367,23.04609,0.0,0.0,4,1,optimal,DONE
395,square31.mps.gz,4.0,0.0,0,8.499999999999984,15.000000000000004,9982.671916,15.000000000000004,0.0,1001,0,0,1367,21.012925,0.0,0.0,8,1,optimal,DONE
395,square31.mps.gz,4.0,0.0,0,8.499999999999984,15.000000000000004,16633.220951,15.000000000000004,0.0,1001,0,0,1367,22.940301,0.0,0.0,2,1,optimal,DONE
396,supportcase14.mps.gz,192.0,276.0,19,287.55388471177946,288.0,0.141291,288.0,0.0,333,38,0,1,0.0408489999999999,0.0525469999999999,0.139989,4,1,optimal,DONE
396,supportcase14.mps.gz,192.0,276.0,19,287.55388471177946,288.0,0.138375,288.0,0.0,333,38,0,1,0.0419379999999999,0.053023,0.137151,16,1,optimal,DONE
396,supportcase14.mps.gz,192.0,276.0,19,287.55388471177946,288.0,0.137227,288.0,0.0,333,38,0,1,0.041359,0.052523,0.1359439999999999,32,1,optimal,DONE
396,supportcase14.mps.gz,192.0,276.0,19,287.55388471177946,288.0,0.138375,288.0,0.0,333,38,0,1,0.041935,0.053026,0.137151,8,1,optimal,DONE
396,supportcase14.mps.gz,192.0,276.0,19,287.55388471177946,288.0,0.141291,288.0,0.0,333,38,0,1,0.0408489999999999,0.0525459999999999,0.139989,2,1,optimal,DONE
397,supportcase16.mps.gz,192.0,272.8333333333333,13,287.1428571428571,288.0,0.122377,288.0,0.0,260,33,0,1,0.052909,0.063929,0.1223109999999999,16,1,optimal,DONE
397,supportcase16.mps.gz,192.0,272.8333333333333,13,287.1428571428571,288.0,0.130594,288.0,0.0,260,33,0,1,0.056685,0.06896,0.130537,32,1,optimal,DONE
397,supportcase16.mps.gz,192.0,272.8333333333333,13,287.1428571428571,288.0,0.120225,288.0,0.0,260,33,0,1,0.055277,0.065634,0.120165,4,1,optimal,DONE
397,supportcase16.mps.gz,192.0,272.8333333333333,13,287.1428571428571,288.0,0.125336,288.0,0.0,260,33,0,1,0.0554179999999999,0.0666949999999999,0.125273,2,1,optimal,DONE
397,supportcase16.mps.gz,192.0,272.8333333333333,13,287.1428571428571,288.0,0.122377,288.0,0.0,260,33,0,1,0.052909,0.063929,0.1223109999999999,8,1,optimal,DONE
398,supportcase17.mps.gz,0.9085826599770148,0.0,191,1.8863099931443263,1330.0,46.162901,1330.0,0.0,90143,1811,0,264,1.7743829999999998,2.057966,40.067781,2,1,optimal,DONE
398,supportcase17.mps.gz,0.9085826599770148,0.0,191,1.8863099931443263,1330.0,42.178613,1330.0,0.0,90143,1811,0,264,1.753826,2.028127,36.548646,16,1,optimal,DONE
398,supportcase17.mps.gz,0.9085826599770148,0.0,191,1.8863099931443263,1330.0,46.88883,1330.0,0.0,90143,1811,0,264,1.918144,2.205157,40.624196,32,1,optimal,DONE
398,supportcase17.mps.gz,0.9085826599770148,0.0,191,1.8863099931443263,1330.0,48.836287,1330.0,0.0,90143,1811,0,264,1.968,2.264527,42.150139,4,1,optimal,DONE
398,supportcase17.mps.gz,0.9085826599770148,0.0,191,1.8863099931443263,1330.0,48.899402,1330.0,0.0,90143,1811,0,264,1.96699,2.264073,42.196012,8,1,optimal,DONE
399,supportcase21i.mps.gz,1.0,1.0,26,1.0,20.0,94.456515,20.0,0.0,12211,892,0,2539,0.8709819999999999,1.187965,4.482142,2,1,optimal,DONE
