,NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,PRESOLVING TIME W/ CUTS,TIME FIRST ROUND,TIME ROOT END,RANDOM SEED,CUT SETTING,STATUS,END
345,peg-solitaire-a3.mps.gz,0.999999999999998,1.0000000000000004,11,1.0,1.0,18000.000669,1e+20,1e+20,11992,705,0,3870,0.261359,21.463202,119.833764,32,1,timelimit,DONE
345,peg-solitaire-a3.mps.gz,0.999999999999998,1.0000000000000004,11,1.0,1.0,18000.000777,1e+20,1e+20,11964,701,0,3817,0.257838,21.216707,120.051511,8,1,timelimit,DONE
346,physiciansched6-2.mps.gz,13370.5,46622.625,59,49324.0,49324.0,775.079976,49324.0,0.0,44798,842,0,1,2.842709,11.916862,775.079791,8,1,optimal,DONE
346,physiciansched6-2.mps.gz,13370.5,46622.625,59,49324.0,49324.0,773.754019,49324.0,0.0,44798,842,0,1,2.855908,11.912651,773.753833,16,1,optimal,DONE
346,physiciansched6-2.mps.gz,13370.5,46622.625,59,49324.0,49324.0,783.573594,49324.0,0.0,44798,842,0,1,2.74043,11.766139,783.573409,2,1,optimal,DONE
346,physiciansched6-2.mps.gz,13370.5,46622.625,59,49324.0,49324.0,781.700024,49324.0,0.0,44798,842,0,1,2.768994,11.799658,781.699843,4,1,optimal,DONE
346,physiciansched6-2.mps.gz,13370.5,46622.625,59,49324.0,49324.0,790.720084,49324.0,0.0,44798,842,0,1,3.615816,12.911617,790.719895,32,1,optimal,DONE
347,pigeon-08.mps.gz,-24000.0,-8000.0,23,-8000.0,-7000.0,0.77079,-7000.0,0.0,1390,238,0,1947,0.0285969999999999,0.0376289999999999,0.1164819999999999,16,1,optimal,DONE
347,pigeon-08.mps.gz,-24000.0,-8000.0,23,-8000.0,-7000.0,0.83737,-7000.0,0.0,1390,238,0,1947,0.03148,0.0413479999999999,0.130549,4,1,optimal,DONE
347,pigeon-08.mps.gz,-24000.0,-8000.0,23,-8000.0,-7000.0,0.778362,-7000.0,0.0,1390,238,0,1947,0.028842,0.037835,0.117203,32,1,optimal,DONE
347,pigeon-08.mps.gz,-24000.0,-8000.0,23,-8000.0,-7000.0,0.819755,-7000.0,0.0,1390,238,0,1947,0.030701,0.040332,0.1258139999999999,2,1,optimal,DONE
347,pigeon-08.mps.gz,-24000.0,-8000.0,23,-8000.0,-7000.0,0.8981129999999999,-7000.0,0.0,1390,238,0,1947,0.03328,0.043553,0.134331,8,1,optimal,DONE
348,pigeon-10.mps.gz,-30000.0,-10000.0,30,-10000.0,-9000.0,15.385543,-9000.0,0.0,7961,1511,0,36051,0.044031,0.058157,0.812157,32,1,optimal,DONE
348,pigeon-10.mps.gz,-30000.0,-10000.0,30,-10000.0,-9000.0,16.495819,-9000.0,0.0,7961,1511,0,36051,0.045868,0.060126,0.829446,16,1,optimal,DONE
348,pigeon-10.mps.gz,-30000.0,-10000.0,30,-10000.0,-9000.0,16.408668,-9000.0,0.0,7961,1511,0,36051,0.050005,0.064736,0.8368709999999999,4,1,optimal,DONE
348,pigeon-10.mps.gz,-30000.0,-10000.0,30,-10000.0,-9000.0,15.350346,-9000.0,0.0,7961,1511,0,36051,0.044343,0.0583819999999999,0.8132769999999999,2,1,optimal,DONE
348,pigeon-10.mps.gz,-30000.0,-10000.0,30,-10000.0,-9000.0,15.233198,-9000.0,0.0,7961,1511,0,36051,0.044231,0.0583939999999999,0.81606,8,1,optimal,DONE
349,pigeon-13.mps.gz,-39000.0,-13000.0,24,-13000.0,-12000.00000000001,6120.897272,-12000.0,0.0,223549,37159,0,11370579,0.0732579999999999,0.1037439999999999,9.467938,32,1,optimal,DONE
349,pigeon-13.mps.gz,-39000.0,-13000.0,24,-13000.0,-12000.00000000001,7125.405089,-12000.0,0.0,223549,37159,0,11370579,0.078037,0.110568,9.644419,8,1,optimal,DONE
349,pigeon-13.mps.gz,-39000.0,-13000.0,24,-13000.0,-12000.00000000001,7036.640039,-12000.0,0.0,223549,37159,0,11370579,0.079136,0.112463,9.783586,4,1,optimal,DONE
349,pigeon-13.mps.gz,-39000.0,-13000.0,24,-13000.0,-12000.00000000001,7089.779216,-12000.0,0.0,223549,37159,0,11370579,0.077432,0.110021,9.619581,2,1,optimal,DONE
349,pigeon-13.mps.gz,-39000.0,-13000.0,24,-13000.0,-12000.00000000001,6870.535813,-12000.0,0.0,223549,37159,0,11370579,0.077017,0.10982,9.53854,16,1,optimal,DONE
350,piperout-03.mps.gz,9066.0,74832.0,13,74832.0,74982.0,23.92306,74982.0,0.0,9409,1371,0,402,14.63069,15.400422,17.396196,8,1,optimal,DONE
350,piperout-03.mps.gz,9066.0,74832.0,13,74832.0,74982.0,19.243055,74982.0,0.0,9409,1371,0,402,11.604469,12.228464,13.895703,2,1,optimal,DONE
350,piperout-03.mps.gz,9066.0,74832.0,13,74832.0,74982.0,20.798659,74982.0,0.0,9409,1371,0,402,12.855515,13.514719,15.232123,16,1,optimal,DONE
350,piperout-03.mps.gz,9066.0,74832.0,13,74832.0,74982.0,17.177418,74982.0,0.0,9409,1371,0,402,9.97473,10.564025,12.115639,32,1,optimal,DONE
350,piperout-03.mps.gz,9066.0,74832.0,13,74832.0,74982.0,19.39446,74982.0,0.0,9409,1371,0,402,11.760472,12.382248,14.050336,4,1,optimal,DONE
351,piperout-08.mps.gz,38413.0,124955.0,54,125055.0,125055.0,28.456204,125055.0,0.0,20872,1446,0,135,12.529633,18.318052,23.675207,2,1,optimal,DONE
351,piperout-08.mps.gz,38413.0,124955.0,54,125055.0,125055.0,25.656149,125055.0,0.0,20872,1446,0,135,10.165551,15.784789,21.017002,32,1,optimal,DONE
351,piperout-08.mps.gz,38413.0,124955.0,54,125055.0,125055.0,28.583843,125055.0,0.0,20872,1446,0,135,12.618544,18.406253,23.760165,16,1,optimal,DONE
351,piperout-08.mps.gz,38413.0,124955.0,54,125055.0,125055.0,25.389843,125055.0,0.0,20872,1446,0,135,10.408955,15.841583,21.009526,8,1,optimal,DONE
351,piperout-08.mps.gz,38413.0,124955.0,54,125055.0,125055.0,25.286367,125055.0,0.0,20872,1446,0,135,10.07325,15.614251,20.740296,4,1,optimal,DONE
352,piperout-27.mps.gz,1760.0,7986.5,31,8119.749981613336,8124.000000000003,28.715925,8124.000000000003,0.0,13594,1206,0,102,14.928401,21.401107,23.951549,4,1,optimal,DONE
352,piperout-27.mps.gz,1760.0,7986.5,31,8119.749981613336,8124.000000000003,28.353464,8124.000000000003,0.0,13594,1206,0,102,14.728967,21.114031,23.635274,32,1,optimal,DONE
352,piperout-27.mps.gz,1760.0,7986.5,31,8119.749981613336,8124.000000000003,28.777335,8124.000000000003,0.0,13594,1206,0,102,15.095692,21.481449,24.024366,16,1,optimal,DONE
352,piperout-27.mps.gz,1760.0,7986.5,31,8119.749981613336,8124.000000000003,29.027971,8124.000000000003,0.0,13594,1206,0,102,15.303049,21.741623,24.304018,2,1,optimal,DONE
352,piperout-27.mps.gz,1760.0,7986.5,31,8119.749981613336,8124.000000000003,33.739202,8124.000000000003,0.0,13594,1206,0,102,19.354033,26.204034,28.813517,8,1,optimal,DONE
353,piperout-d20.mps.gz,-439327.0,29898.0,31,29948.0,29948.0,48.441717,29948.0,0.0,16440,2849,0,506,14.935169,17.272942,24.269733,4,1,optimal,DONE
353,piperout-d20.mps.gz,-439327.0,29898.0,31,29948.0,29948.0,44.359057,29948.0,0.0,16440,2849,0,506,12.630063,14.908768,21.747573,8,1,optimal,DONE
353,piperout-d20.mps.gz,-439327.0,29898.0,31,29948.0,29948.0,51.756407,29948.0,0.0,16440,2849,0,506,16.667603,19.095843,26.302076,2,1,optimal,DONE
353,piperout-d20.mps.gz,-439327.0,29898.0,31,29948.0,29948.0,48.29537,29948.0,0.0,16440,2849,0,506,14.980368,17.320084,24.291561,32,1,optimal,DONE
353,piperout-d20.mps.gz,-439327.0,29898.0,31,29948.0,29948.0,51.454442,29948.0,0.0,16440,2849,0,506,16.514219,18.947375,26.136411,16,1,optimal,DONE
354,piperout-d27.mps.gz,-47289.0,7475.466666666667,22,8047.178807947019,8124.0,72.017459,8124.0,0.0,24814,5521,0,902,16.704378,19.816188,25.253121,32,1,optimal,DONE
354,piperout-d27.mps.gz,-47289.0,7475.466666666667,22,8047.178807947019,8124.0,86.31468,8124.0,0.0,24814,5521,0,902,23.374894,26.782522,32.539071,16,1,optimal,DONE
354,piperout-d27.mps.gz,-47289.0,7475.466666666667,22,8047.178807947019,8124.0,73.780916,8124.0,0.0,24814,5521,0,902,17.041021,20.155164,25.624006,2,1,optimal,DONE
354,piperout-d27.mps.gz,-47289.0,7475.466666666667,22,8047.178807947019,8124.0,80.12248,8124.0,0.0,24814,5521,0,902,20.286567,23.572295,29.174305,8,1,optimal,DONE
354,piperout-d27.mps.gz,-47289.0,7475.466666666667,22,8047.178807947019,8124.0,73.357559,8124.0,0.0,24814,5521,0,902,16.693335,19.79396,25.21775,4,1,optimal,DONE
355,pk1.mps.gz,0.0,0.0,22,0.0,11.0,114.145175,11.0,0.0,304334,7360,0,325579,0.011644,0.019663,4.326109,2,1,optimal,DONE
355,pk1.mps.gz,0.0,0.0,22,0.0,11.0,114.384507,11.0,0.0,304334,7360,0,325579,0.011637,0.0196539999999999,4.333137,32,1,optimal,DONE
355,pk1.mps.gz,0.0,0.0,22,0.0,11.0,108.274795,11.0,0.0,304334,7360,0,325579,0.010857,0.0184949999999999,4.090352,8,1,optimal,DONE
355,pk1.mps.gz,0.0,0.0,22,0.0,11.0,108.960523,11.0,0.0,304334,7360,0,325579,0.011372,0.01902,4.101881,16,1,optimal,DONE
355,pk1.mps.gz,0.0,0.0,22,0.0,11.0,117.07111,11.0,0.0,304334,7360,0,325579,0.012346,0.02056,4.453885,4,1,optimal,DONE
356,prod1.mps.gz,-100.0,-84.34767078681655,97,-74.04565911419118,-56.0,20.871938,-56.0,0.0,38628,843,0,23996,0.033621,0.0598,2.122644,32,1,optimal,DONE
356,prod1.mps.gz,-100.0,-84.34767078681655,97,-74.04565911419118,-56.0,23.895006,-56.0,0.0,38628,843,0,23996,0.036336,0.063899,2.224933,2,1,optimal,DONE
356,prod1.mps.gz,-100.0,-84.34767078681655,97,-74.04565911419118,-56.0,22.914984,-56.0,0.0,38628,843,0,23996,0.035003,0.0620729999999999,2.199975,16,1,optimal,DONE
356,prod1.mps.gz,-100.0,-84.34767078681655,97,-74.04565911419118,-56.0,20.871187,-56.0,0.0,38628,843,0,23996,0.033171,0.059736,2.130179,4,1,optimal,DONE
356,prod1.mps.gz,-100.0,-84.34767078681655,97,-74.04565911419118,-56.0,20.795244,-56.0,0.0,38628,843,0,23996,0.033343,0.0594419999999999,2.125296,8,1,optimal,DONE
357,prod2.mps.gz,-100.0,-86.9220177799621,121,-74.7157175308086,-62.0,123.527605,-62.0,0.0,93753,4664,0,67499,0.067915,0.135813,15.678297,32,1,optimal,DONE
357,prod2.mps.gz,-100.0,-86.9220177799621,121,-74.7157175308086,-62.0,134.480337,-62.0,0.0,93753,4664,0,67499,0.073167,0.141407,16.153196,4,1,optimal,DONE
357,prod2.mps.gz,-100.0,-86.9220177799621,121,-74.7157175308086,-62.0,118.96622,-62.0,0.0,93753,4664,0,67499,0.066302,0.133318,15.45712,8,1,optimal,DONE
357,prod2.mps.gz,-100.0,-86.9220177799621,121,-74.7157175308086,-62.0,128.036075,-62.0,0.0,93753,4664,0,67499,0.069099,0.1377499999999999,15.917404,16,1,optimal,DONE
357,prod2.mps.gz,-100.0,-86.9220177799621,121,-74.7157175308086,-62.0,122.518679,-62.0,0.0,93753,4664,0,67499,0.068325,0.135785,15.854107,2,1,optimal,DONE
358,pw-myciel4.mps.gz,4.0,1.0,53,7.0,10.0,523.444062,10.0,0.0,71256,7729,0,46551,0.540968,1.200601,103.119938,4,1,optimal,DONE
358,pw-myciel4.mps.gz,4.0,1.0,53,7.0,10.0,519.273188,10.0,0.0,71256,7729,0,46551,0.5429729999999999,1.204119,102.566085,8,1,optimal,DONE
358,pw-myciel4.mps.gz,4.0,1.0,53,7.0,10.0,538.305597,10.0,0.0,71256,7729,0,46551,0.570461,1.243085,105.424765,16,1,optimal,DONE
358,pw-myciel4.mps.gz,4.0,1.0,53,7.0,10.0,514.031243,10.0,0.0,71256,7729,0,46551,0.545211,1.202395,102.21079,2,1,optimal,DONE
358,pw-myciel4.mps.gz,4.0,1.0,53,7.0,10.0,527.374803,10.0,0.0,71256,7729,0,46551,0.555968,1.222567,103.800366,32,1,optimal,DONE
359,qap10.mps.gz,332.56622765365466,0.0,0,332.56622765365427,332.56622765365427,23.657533,332.56622765365427,0.0,1820,0,0,1,2.308314,0.0,0.0,16,1,optimal,DONE SOLVED THROUGH LP RELAXATION
359,qap10.mps.gz,332.56622765365466,0.0,0,332.56622765365427,332.56622765365427,23.837488,332.56622765365427,0.0,1820,0,0,1,2.089416,0.0,0.0,8,1,optimal,DONE SOLVED THROUGH LP RELAXATION
359,qap10.mps.gz,332.56622765365466,0.0,0,332.56622765365427,332.56622765365427,23.817413,332.56622765365427,0.0,1820,0,0,1,1.841467,0.0,0.0,2,1,optimal,DONE SOLVED THROUGH LP RELAXATION
359,qap10.mps.gz,332.56622765365466,0.0,0,332.56622765365427,332.56622765365427,23.497602,332.56622765365427,0.0,1820,0,0,1,1.679935,0.0,0.0,4,1,optimal,DONE SOLVED THROUGH LP RELAXATION
359,qap10.mps.gz,332.56622765365466,0.0,0,332.56622765365427,332.56622765365427,24.030021,332.56622765365427,0.0,1820,0,0,1,2.307109,0.0,0.0,32,1,optimal,DONE SOLVED THROUGH LP RELAXATION
360,qiu.mps.gz,-9200.187427788012,-931.6388553819085,14,-832.5706069267144,-132.87313694699984,67.068175,-132.87313694699984,0.0,23390,1353,0,10652,0.026857,0.081444,4.101248,2,1,optimal,DONE
360,qiu.mps.gz,-9200.187427788012,-931.6388553819085,14,-832.5706069267144,-132.87313694699984,65.783771,-132.87313694699984,0.0,23390,1353,0,10652,0.026306,0.079737,4.075835,8,1,optimal,DONE
360,qiu.mps.gz,-9200.187427788012,-931.6388553819085,14,-832.5706069267144,-132.87313694699984,65.236737,-132.87313694699984,0.0,23390,1353,0,10652,0.025788,0.077608,3.984379,4,1,optimal,DONE
360,qiu.mps.gz,-9200.187427788012,-931.6388553819085,14,-832.5706069267144,-132.87313694699984,65.902909,-132.87313694699984,0.0,23390,1353,0,10652,0.025949,0.0794059999999999,4.05799,16,1,optimal,DONE
360,qiu.mps.gz,-9200.187427788012,-931.6388553819085,14,-832.5706069267144,-132.87313694699984,66.596565,-132.87313694699984,0.0,23390,1353,0,10652,0.027083,0.0816949999999999,4.074827,32,1,optimal,DONE
361,qnet1.mps.gz,14274.102667094432,14579.932538298006,58,15834.494721660863,16029.692681,2.508965,16029.692681,0.0,1189,47,0,3,0.063738,0.214005,2.13255,2,1,optimal,DONE
361,qnet1.mps.gz,14274.102667094432,14579.932538298006,58,15834.494721660863,16029.692681,2.556834,16029.692681,0.0,1189,47,0,3,0.065727,0.2179219999999999,2.17692,4,1,optimal,DONE
361,qnet1.mps.gz,14274.102667094432,14579.932538298006,58,15834.494721660863,16029.692681,2.528593,16029.692681,0.0,1189,47,0,3,0.065348,0.217807,2.153789,32,1,optimal,DONE
361,qnet1.mps.gz,14274.102667094432,14579.932538298006,58,15834.494721660863,16029.692681,2.530671,16029.692681,0.0,1189,47,0,3,0.064995,0.217885,2.151658,8,1,optimal,DONE
361,qnet1.mps.gz,14274.102667094432,14579.932538298006,58,15834.494721660863,16029.692681,2.528442,16029.692681,0.0,1189,47,0,3,0.064386,0.217714,2.153233,16,1,optimal,DONE
362,qnet1_o.mps.gz,12557.247916666667,13689.8404414569,66,16029.692681,16029.692681,2.236603,16029.692681,0.0,1298,42,0,1,0.0234389999999999,0.074582,2.236581,16,1,optimal,DONE
362,qnet1_o.mps.gz,12557.247916666667,13689.8404414569,66,16029.692681,16029.692681,2.546187,16029.692681,0.0,1298,42,0,1,0.026924,0.086853,2.54615,4,1,optimal,DONE
362,qnet1_o.mps.gz,12557.247916666667,13689.8404414569,66,16029.692681,16029.692681,2.546537,16029.692681,0.0,1298,42,0,1,0.027589,0.0869819999999999,2.546493,8,1,optimal,DONE
362,qnet1_o.mps.gz,12557.247916666667,13689.8404414569,66,16029.692681,16029.692681,2.494426,16029.692681,0.0,1298,42,0,1,0.028217,0.08861,2.494397,2,1,optimal,DONE
362,qnet1_o.mps.gz,12557.247916666667,13689.8404414569,66,16029.692681,16029.692681,2.310308,16029.692681,0.0,1298,42,0,1,0.024553,0.076849,2.31029,32,1,optimal,DONE
363,rail507.mps.gz,16.0,172.1658716271911,4,172.22139417995828,174.0,315.036549,174.0,0.0,785,77,0,836,3.558406,8.701589,32.926852,4,1,optimal,DONE
363,rail507.mps.gz,16.0,172.1658716271911,4,172.22139417995828,174.0,276.795036,174.0,0.0,785,77,0,836,3.253227,8.498256,30.292197,16,1,optimal,DONE
363,rail507.mps.gz,16.0,172.1658716271911,4,172.22139417995828,174.0,268.747976,174.0,0.0,785,77,0,836,2.939801,8.06913,29.313236,32,1,optimal,DONE
363,rail507.mps.gz,16.0,172.1658716271911,4,172.22139417995828,174.0,276.329618,174.0,0.0,785,77,0,836,3.51446,8.716407,30.351396,2,1,optimal,DONE
363,rail507.mps.gz,16.0,172.1658716271911,4,172.22139417995828,174.0,275.87476,174.0,0.0,785,77,0,836,3.547199,8.644151,30.245426,8,1,optimal,DONE
364,railway_8_1_0.mps.gz,397.0,397.0,37,397.6666666666667,400.0,181.581328,400.0,0.0,33054,2140,0,516,0.2089349999999999,0.295446,177.233672,2,1,optimal,DONE
364,railway_8_1_0.mps.gz,397.0,397.0,37,397.6666666666667,400.0,176.74746,400.0,0.0,33054,2140,0,516,0.206736,0.297753,172.282343,16,1,optimal,DONE
364,railway_8_1_0.mps.gz,397.0,397.0,37,397.6666666666667,400.0,181.539661,400.0,0.0,33054,2140,0,516,0.2134879999999999,0.3014449999999999,177.034014,8,1,optimal,DONE
364,railway_8_1_0.mps.gz,397.0,397.0,37,397.6666666666667,400.0,181.284997,400.0,0.0,33054,2140,0,516,0.2071019999999999,0.293608,176.964435,4,1,optimal,DONE
364,railway_8_1_0.mps.gz,397.0,397.0,37,397.6666666666667,400.0,183.111354,400.0,0.0,33054,2140,0,516,0.210858,0.3005359999999999,178.553589,32,1,optimal,DONE
365,ran12x21.mps.gz,3157.377442025726,3207.6218160012645,94,3517.290252762992,3664.0,80.483777,3664.0,0.0,188120,6039,0,2246,0.011379,0.027805,42.216908,2,1,optimal,DONE
365,ran12x21.mps.gz,3157.377442025726,3207.6218160012645,94,3517.290252762992,3664.0,79.373367,3664.0,0.0,188120,6039,0,2246,0.011286,0.0275459999999999,41.686688,8,1,optimal,DONE
365,ran12x21.mps.gz,3157.377442025726,3207.6218160012645,94,3517.290252762992,3664.0,80.591153,3664.0,0.0,188120,6039,0,2246,0.010952,0.0270429999999999,42.312122,4,1,optimal,DONE
365,ran12x21.mps.gz,3157.377442025726,3207.6218160012645,94,3517.290252762992,3664.0,79.950419,3664.0,0.0,188120,6039,0,2246,0.012653,0.0290139999999999,41.985788,32,1,optimal,DONE
365,ran12x21.mps.gz,3157.377442025726,3207.6218160012645,94,3517.290252762992,3664.0,79.430063,3664.0,0.0,188120,6039,0,2246,0.011294,0.0275319999999999,41.76864,16,1,optimal,DONE
366,ran13x13.mps.gz,2691.439468864469,2774.346007000016,68,3086.561209553414,3252.0,43.899889,3252.0,0.0,113060,9202,0,2468,0.009058,0.019658,3.104342,8,1,optimal,DONE
366,ran13x13.mps.gz,2691.439468864469,2774.346007000016,68,3086.561209553414,3252.0,44.187606,3252.0,0.0,113060,9202,0,2468,0.008738,0.019672,3.040421,32,1,optimal,DONE
366,ran13x13.mps.gz,2691.439468864469,2774.346007000016,68,3086.561209553414,3252.0,44.647146,3252.0,0.0,113060,9202,0,2468,0.008967,0.019774,3.10332,4,1,optimal,DONE
366,ran13x13.mps.gz,2691.439468864469,2774.346007000016,68,3086.561209553414,3252.0,45.023807,3252.0,0.0,113060,9202,0,2468,0.009136,0.0202159999999999,3.134975,16,1,optimal,DONE
366,ran13x13.mps.gz,2691.439468864469,2774.346007000016,68,3086.561209553414,3252.0,44.647157,3252.0,0.0,113060,9202,0,2468,0.008967,0.019774,3.103616,2,1,optimal,DONE
367,ran14x18-disj-8.mps.gz,3444.4210660029903,3445.1642321888185,47,3470.5619067443863,3711.99999996166,1761.72724,3711.99999996166,0.0,15317320,82192,0,312024,0.076681,0.260228,123.588899,4,1,optimal,DONE
367,ran14x18-disj-8.mps.gz,3444.4210660029903,3445.1642321888185,47,3470.5619067443863,3711.99999996166,1755.227162,3711.99999996166,0.0,15317320,82192,0,312024,0.07778,0.263828,122.643453,2,1,optimal,DONE
367,ran14x18-disj-8.mps.gz,3444.4210660029903,3445.1642321888185,47,3470.5619067443863,3711.99999996166,1802.323751,3711.99999996166,0.0,15317320,82192,0,312024,0.075908,0.259272,120.879291,32,1,optimal,DONE
367,ran14x18-disj-8.mps.gz,3444.4210660029903,3445.1642321888185,47,3470.5619067443863,3711.99999996166,1783.968878,3711.99999996166,0.0,15317320,82192,0,312024,0.078473,0.2665289999999999,124.587444,16,1,optimal,DONE
367,ran14x18-disj-8.mps.gz,3444.4210660029903,3445.1642321888185,47,3470.5619067443863,3711.99999996166,1796.774644,3711.99999996166,0.0,15317320,82192,0,312024,0.079786,0.269276,126.463581,8,1,optimal,DONE
368,reblock115.mps.gz,-60057950.92867164,-38666905.35623102,25,-38016099.27553306,-36800603.23316174,6444.04172,-36800603.23316174,0.0,7371320,99836,0,639825,1.050114,3.377521,110.00948,2,1,optimal,DONE
368,reblock115.mps.gz,-60057950.92867164,-38666905.35623102,25,-38016099.27553306,-36800603.23316174,7129.595392,-36800603.23316174,0.0,7371320,99836,0,639825,1.03299,3.345464,110.138222,32,1,optimal,DONE
368,reblock115.mps.gz,-60057950.92867164,-38666905.35623102,25,-38016099.27553306,-36800603.23316174,6492.512256,-36800603.23316174,0.0,7371320,99836,0,639825,1.039325,3.359411,109.823507,16,1,optimal,DONE
368,reblock115.mps.gz,-60057950.92867164,-38666905.35623102,25,-38016099.27553306,-36800603.23316174,6517.371033,-36800603.23316174,0.0,7371320,99836,0,639825,1.033333,3.336799,109.599616,4,1,optimal,DONE
368,reblock115.mps.gz,-60057950.92867164,-38666905.35623102,25,-38016099.27553306,-36800603.23316174,6490.878914,-36800603.23316174,0.0,7371320,99836,0,639825,1.039325,3.357463,110.235059,8,1,optimal,DONE
369,reblock166.mps.gz,-1332090746.3666513,-842931433.3668188,144,-610120719.7466074,-600052168.9065473,2258.835464,-600052168.9065473,0.0,1633233,32648,0,194918,5.598077,8.480765,388.707329,4,1,optimal,DONE
369,reblock166.mps.gz,-1332090746.3666513,-842931433.3668188,144,-610120719.7466074,-600052168.9065473,2299.628022,-600052168.9065473,0.0,1633233,32648,0,194918,6.415283,9.331726,394.380225,32,1,optimal,DONE
369,reblock166.mps.gz,-1332090746.3666513,-842931433.3668188,144,-610120719.7466074,-600052168.9065473,2242.785025,-600052168.9065473,0.0,1633233,32648,0,194918,5.224757,8.073228,387.443928,2,1,optimal,DONE
369,reblock166.mps.gz,-1332090746.3666513,-842931433.3668188,144,-610120719.7466074,-600052168.9065473,2261.389399,-600052168.9065473,0.0,1633233,32648,0,194918,5.320196,8.176758,388.898952,8,1,optimal,DONE
369,reblock166.mps.gz,-1332090746.3666513,-842931433.3668188,144,-610120719.7466074,-600052168.9065473,2238.187066,-600052168.9065473,0.0,1633233,32648,0,194918,5.794058,8.667719,390.702024,16,1,optimal,DONE
370,rentacar.mps.gz,-6648340689644.703,29106642.16589593,5,29374821.69180686,30356760.98414865,1.600814,30356760.98414865,0.0,1088,7,0,8,0.280621,0.911461,1.468463,8,1,optimal,DONE
370,rentacar.mps.gz,-6648340689644.703,29106642.16589593,5,29374821.69180686,30356760.98414865,1.5944699999999998,30356760.98414865,0.0,1088,7,0,8,0.279954,0.908343,1.463495,16,1,optimal,DONE
370,rentacar.mps.gz,-6648340689644.703,29106642.16589593,5,29374821.69180686,30356760.98414865,1.607679,30356760.98414865,0.0,1088,7,0,8,0.2816909999999999,0.917869,1.477415,4,1,optimal,DONE
370,rentacar.mps.gz,-6648340689644.703,29106642.16589593,5,29374821.69180686,30356760.98414865,1.639752,30356760.98414865,0.0,1088,7,0,8,0.299662,0.939344,1.505371,32,1,optimal,DONE
370,rentacar.mps.gz,-6648340689644.703,29106642.16589593,5,29374821.69180686,30356760.98414865,1.61595,30356760.98414865,0.0,1088,7,0,8,0.284605,0.92222,1.483529,2,1,optimal,DONE
371,rlp1.mps.gz,13.244444444444444,14.0,13,14.0,15.0,0.235253,15.0,0.0,319,90,0,51,0.0289479999999999,0.0471609999999999,0.121393,32,1,optimal,DONE
371,rlp1.mps.gz,13.244444444444444,14.0,13,14.0,15.0,0.2359359999999999,15.0,0.0,319,90,0,51,0.0291839999999999,0.047505,0.122246,2,1,optimal,DONE
371,rlp1.mps.gz,13.244444444444444,14.0,13,14.0,15.0,0.2233889999999999,15.0,0.0,319,90,0,51,0.0273279999999999,0.044173,0.113925,16,1,optimal,DONE
371,rlp1.mps.gz,13.244444444444444,14.0,13,14.0,15.0,0.225875,15.0,0.0,319,90,0,51,0.0273449999999999,0.044432,0.115287,8,1,optimal,DONE
371,rlp1.mps.gz,13.244444444444444,14.0,13,14.0,15.0,0.233504,15.0,0.0,319,90,0,51,0.028523,0.0466209999999999,0.120223,4,1,optimal,DONE
372,rmatr100-p10.mps.gz,90.0,361.48989922293777,14,363.65155265473663,423.0,224.227348,423.0,0.0,9937,191,0,739,0.248461,2.748483,11.301964,2,1,optimal,DONE
372,rmatr100-p10.mps.gz,90.0,361.48989922293777,14,363.65155265473663,423.0,226.517845,423.0,0.0,9937,191,0,739,0.260289,2.787203,11.511825,16,1,optimal,DONE
372,rmatr100-p10.mps.gz,90.0,361.48989922293777,14,363.65155265473663,423.0,218.749531,423.0,0.0,9937,191,0,739,0.2307189999999999,2.706453,11.154059,4,1,optimal,DONE
372,rmatr100-p10.mps.gz,90.0,361.48989922293777,14,363.65155265473663,423.0,225.485036,423.0,0.0,9937,191,0,739,0.24741,2.770122,11.459767,32,1,optimal,DONE
372,rmatr100-p10.mps.gz,90.0,361.48989922293777,14,363.65155265473663,423.0,224.53079,423.0,0.0,9937,191,0,739,0.246472,2.753465,11.405991,8,1,optimal,DONE
373,rmatr100-p5.mps.gz,95.0,763.0244528083632,20,768.1435381520706,976.0,586.613261,976.0,0.0,10820,155,0,405,0.3565339999999999,5.686492,61.468503,4,1,optimal,DONE
373,rmatr100-p5.mps.gz,95.0,763.0244528083632,20,768.1435381520706,976.0,584.362235,976.0,0.0,10820,155,0,405,0.33235,5.619001,60.986989,2,1,optimal,DONE
373,rmatr100-p5.mps.gz,95.0,763.0244528083632,20,768.1435381520706,976.0,588.48292,976.0,0.0,10820,155,0,405,0.343356,5.665829,61.290692,8,1,optimal,DONE
373,rmatr100-p5.mps.gz,95.0,763.0244528083632,20,768.1435381520706,976.0,586.186088,976.0,0.0,10820,155,0,405,0.326169,5.701949,61.757066,32,1,optimal,DONE
373,rmatr100-p5.mps.gz,95.0,763.0244528083632,20,768.1435381520706,976.0,585.840145,976.0,0.0,10820,155,0,405,0.3156879999999999,5.630629,61.620308,16,1,optimal,DONE
