,NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,PRESOLVING TIME W/O CUTS,TIME FIRST ROUND,TIME ROOT END,RANDOM SEED,CUT SETTING,STATUS,END
307,neos2.mps.gz,-872844.4427719966,0,0,-1816.2539847074984,454.864697035001,69.734599,454.864697035001,0.0,2779,0,0,24258,0.8124699999999999,0,0,4,0,optimal,DONE
305,neos2.mps.gz,-872844.4427719966,0,0,-1816.2539847074984,454.864697035001,70.51691,454.864697035001,0.0,2779,0,0,24258,0.8290599999999999,0,0,8,0,optimal,DONE
306,neos22.mps.gz,-1056000.0,0,0,768886.6294642857,780215.0,18000.08115,780215.0,0.01070583367945327,7694,0,0,6567117,0.211585,0,0,16,0,timelimit,DONE
307,neos22.mps.gz,-1056000.0,0,0,768886.6294642857,780215.0,18000.08079,780215.0,0.010705249176136654,7694,0,0,6569103,0.21235900000000002,0,0,32,0,timelimit,DONE
306,neos22.mps.gz,-1056000.0,0,0,768886.6294642857,780215.0,18000.079728,780215.0,0.01071506892158099,7694,0,0,6380354,0.21067399999999997,0,0,8,0,timelimit,DONE
307,neos4.mps.gz,-53432158412.942856,0,0,-53432158412.942856,-48603440750.58991,1.053603,-48603440750.58991,0.0,1990,0,0,1,0.934875,0,0,16,0,optimal,DONE
307,neos4.mps.gz,-53432158412.942856,0,0,-53432158412.942856,-48603440750.58991,0.9468690000000001,-48603440750.58991,0.0,1990,0,0,1,0.83114,0,0,8,0,optimal,DONE
308,neos4.mps.gz,-53432158412.942856,0,0,-53432158412.942856,-48603440750.58991,0.972372,-48603440750.58991,0.0,1990,0,0,1,0.8557549999999999,0,0,32,0,optimal,DONE
306,neos4.mps.gz,-53432158412.942856,0,0,-53432158412.942856,-48603440750.58991,0.960025,-48603440750.58991,0.0,1990,0,0,1,0.8435509999999999,0,0,2,0,optimal,DONE
308,neos4.mps.gz,-53432158412.942856,0,0,-53432158412.942856,-48603440750.58991,0.969669,-48603440750.58991,0.0,1990,0,0,1,0.8533,0,0,4,0,optimal,DONE
308,neos5.mps.gz,13.0,0,0,13.0,15.0,498.985889,15.0,0.0,126,0,0,1533055,0.011759,0,0,16,0,optimal,DONE
309,neos5.mps.gz,13.0,0,0,13.0,15.0,498.87892800000003,15.0,0.0,126,0,0,1533055,0.011626000000000001,0,0,32,0,optimal,DONE
307,neos5.mps.gz,13.0,0,0,13.0,15.0,503.424254,15.0,0.0,126,0,0,1533055,0.010051000000000001,0,0,2,0,optimal,DONE
308,neos5.mps.gz,13.0,0,0,13.0,15.0,505.944504,15.0,0.0,126,0,0,1533055,0.012246,0,0,8,0,optimal,DONE
309,neos5.mps.gz,13.0,0,0,13.0,15.0,513.660481,15.0,0.0,126,0,0,1533055,0.012102,0,0,4,0,optimal,DONE
310,neos6.mps.gz,-43113.0,0,0,83.0,83.0,746.984114,83.0,0.0,799,0,0,9640,1.253732,0,0,32,0,optimal,DONE
308,neos6.mps.gz,-43113.0,0,0,83.0,83.0,753.5842389999999,83.0,0.0,799,0,0,9640,1.34479,0,0,2,0,optimal,DONE
309,neos6.mps.gz,-43113.0,0,0,83.0,83.0,784.5839480000001,83.0,0.0,799,0,0,9640,1.354953,0,0,8,0,optimal,DONE
310,neos6.mps.gz,-43113.0,0,0,83.0,83.0,750.361857,83.0,0.0,799,0,0,9640,1.201745,0,0,4,0,optimal,DONE
309,neos6.mps.gz,-43113.0,0,0,83.0,83.0,783.242107,83.0,0.0,799,0,0,9640,1.436708,0,0,16,0,optimal,DONE
310,neos8.mps.gz,-43907.0,0,0,-3773.507927187317,-3773.507927187317,72.921848,-3773.507927187317,0.0,1939,3,0,1,16.928173,0,0,16,0,optimal,DONE SOLVED THROUGH LP RELAXATION
311,neos8.mps.gz,-43907.0,0,0,-3773.507927187317,-3773.507927187317,54.823983,-3773.507927187317,0.0,1939,3,0,1,14.302422,0,0,32,0,optimal,DONE SOLVED THROUGH LP RELAXATION
309,neos8.mps.gz,-43907.0,0,0,-3773.507927187317,-3773.507927187317,52.548039,-3773.507927187317,0.0,1939,3,0,1,13.921555999999999,0,0,2,0,optimal,DONE SOLVED THROUGH LP RELAXATION
310,neos8.mps.gz,-43907.0,0,0,-3773.507927187317,-3773.507927187317,53.27171,-3773.507927187317,0.0,1939,3,0,1,14.253264999999999,0,0,8,0,optimal,DONE SOLVED THROUGH LP RELAXATION
311,neos8.mps.gz,-43907.0,0,0,-3773.507927187317,-3773.507927187317,64.00810200000001,-3773.507927187317,0.0,1939,3,0,1,17.012235,0,0,4,0,optimal,DONE SOLVED THROUGH LP RELAXATION
312,neos9.mps.gz,780.0,0,0,780.0,797.9999999999999,18000.261726,797.9999999999999,0.02307692307692293,31879,279,0,37634,112.91328,0,0,4,0,timelimit,DONE
310,neos9.mps.gz,780.0,0,0,780.0,797.9999999999999,18000.502907,797.9999999999999,0.02307692307692293,31879,279,0,46028,87.365492,0,0,2,0,timelimit,DONE
311,neos9.mps.gz,780.0,0,0,780.0,797.9999999999999,18000.003793,797.9999999999999,0.02307692307692293,31879,279,0,47715,129.261753,0,0,8,0,timelimit,DONE
311,neos9.mps.gz,780.0,0,0,780.0,797.9999999999999,18000.12408,797.9999999999999,0.02307692307692293,31879,279,0,46377,96.894346,0,0,16,0,timelimit,DONE
312,neos9.mps.gz,780.0,0,0,780.0,797.9999999999999,18000.096759,797.9999999999999,0.02307692307692293,31879,279,0,36946,115.744423,0,0,32,0,timelimit,DONE
312,net12.mps.gz,64.0,0,0,68.39787581699346,214.0,702.675333,214.0,0.0,12767,0,0,2375,3.718226,0,0,8,0,optimal,DONE
313,net12.mps.gz,64.0,0,0,68.39787581699346,214.0,721.865509,214.0,0.0,12767,0,0,2375,3.9157910000000005,0,0,32,0,optimal,DONE
313,net12.mps.gz,64.0,0,0,68.39787581699346,214.0,742.980866,214.0,0.0,12767,0,0,2375,5.028925,0,0,4,0,optimal,DONE
312,net12.mps.gz,64.0,0,0,68.39787581699346,214.0,704.241565,214.0,0.0,12767,0,0,2375,3.8255489999999996,0,0,16,0,optimal,DONE
311,net12.mps.gz,64.0,0,0,68.39787581699346,214.0,717.345189,214.0,0.0,12767,0,0,2375,5.91095,0,0,2,0,optimal,DONE
312,netdiversion.mps.gz,230.80000000074506,0,0,230.80000000074506,242.0,711.4036639999999,242.0,0.0,99583,0,0,14,28.963798999999998,0,0,2,0,optimal,DONE
313,netdiversion.mps.gz,230.80000000074506,0,0,230.80000000074506,242.0,793.090511,242.0,0.0,99583,0,0,14,35.089977000000005,0,0,8,0,optimal,DONE
314,netdiversion.mps.gz,230.80000000074506,0,0,230.80000000074506,242.0,762.052993,242.0,0.0,99583,0,0,14,31.158315,0,0,4,0,optimal,DONE
313,netdiversion.mps.gz,230.80000000074506,0,0,230.80000000074506,242.0,779.225735,242.0,0.0,99583,0,0,14,29.143973,0,0,16,0,optimal,DONE
314,netdiversion.mps.gz,230.80000000074506,0,0,230.80000000074506,242.0,732.878792,242.0,0.0,99583,0,0,14,28.050392,0,0,32,0,optimal,DONE
315,newdano.mps.gz,11.724137931034484,0,0,27.0,65.66666666666666,4142.040318,65.66666666666666,0.0,1040,0,0,2751921,0.021025,0,0,4,0,optimal,DONE
314,newdano.mps.gz,11.724137931034484,0,0,27.0,65.66666666666666,2855.951527,65.66666666666666,0.0,1040,0,0,2751921,0.016149,0,0,16,0,optimal,DONE
314,newdano.mps.gz,11.724137931034484,0,0,27.0,65.66666666666666,2854.497375,65.66666666666666,0.0,1040,0,0,2751921,0.016148,0,0,8,0,optimal,DONE
313,newdano.mps.gz,11.724137931034484,0,0,27.0,65.66666666666666,4101.6209229999995,65.66666666666666,0.0,1040,0,0,2751921,0.020957,0,0,2,0,optimal,DONE
315,newdano.mps.gz,11.724137931034484,0,0,27.0,65.66666666666666,4071.917613,65.66666666666666,0.0,1040,0,0,2751921,0.020231,0,0,32,0,optimal,DONE
315,nh97_potential.mps.gz,-3776.0,0,0,1394.0,1418.0,61.382335999999995,1418.0,0.0,1960,0,0,32984,0.246829,0,0,8,0,optimal,DONE
316,nh97_potential.mps.gz,-3776.0,0,0,1394.0,1418.0,57.250932999999996,1418.0,0.0,1960,0,0,32984,0.242229,0,0,32,0,optimal,DONE
315,nh97_potential.mps.gz,-3776.0,0,0,1394.0,1418.0,58.734843999999995,1418.0,0.0,1960,0,0,32984,0.251029,0,0,16,0,optimal,DONE
314,nh97_potential.mps.gz,-3776.0,0,0,1394.0,1418.0,61.05845600000001,1418.0,0.0,1960,0,0,32984,0.251371,0,0,2,0,optimal,DONE
316,nh97_potential.mps.gz,-3776.0,0,0,1394.0,1418.0,60.982911,1418.0,0.0,1960,0,0,32984,0.24139899999999997,0,0,4,0,optimal,DONE
316,nh97_tension.mps.gz,-658.0,0,0,1418.0,1418.0,9.209005,1418.0,0.0,677,0,0,1765,0.143626,0,0,8,0,optimal,DONE
317,nh97_tension.mps.gz,-658.0,0,0,1418.0,1418.0,9.108723,1418.0,0.0,677,0,0,1765,0.140251,0,0,4,0,optimal,DONE
317,nh97_tension.mps.gz,-658.0,0,0,1418.0,1418.0,9.345244000000001,1418.0,0.0,677,0,0,1765,0.14115999999999998,0,0,32,0,optimal,DONE
316,nh97_tension.mps.gz,-658.0,0,0,1418.0,1418.0,8.911465,1418.0,0.0,677,0,0,1765,0.139544,0,0,16,0,optimal,DONE
315,nh97_tension.mps.gz,-658.0,0,0,1418.0,1418.0,8.932347,1418.0,0.0,677,0,0,1765,0.138871,0,0,2,0,optimal,DONE
318,noswot.mps.gz,-97.0,0,0,-50.28708763720526,-41.0,90.940377,-41.0,0.0,340,0,0,325750,0.016419,0,0,32,0,optimal,DONE
318,noswot.mps.gz,-97.0,0,0,-50.28708763720526,-41.0,91.98534599999999,-41.0,0.0,340,0,0,325750,0.016447,0,0,4,0,optimal,DONE
316,noswot.mps.gz,-97.0,0,0,-50.28708763720526,-41.0,92.380853,-41.0,0.0,340,0,0,325750,0.015955999999999998,0,0,2,0,optimal,DONE
317,noswot.mps.gz,-97.0,0,0,-50.28708763720526,-41.0,96.54988399999999,-41.0,0.0,340,0,0,325750,0.017447,0,0,8,0,optimal,DONE
317,noswot.mps.gz,-97.0,0,0,-50.28708763720526,-41.0,94.84665,-41.0,0.0,340,0,0,325750,0.018059,0,0,16,0,optimal,DONE
318,npmv07.mps.gz,-414681474006.5819,0,0,104809667050.46764,104809812556.70276,190.929463,104809812556.70276,0.0,125062,0,0,16,54.143738,0,0,8,0,optimal,DONE
317,npmv07.mps.gz,-414681474006.5819,0,0,104809667050.46764,104809812556.70276,172.84563899999998,104809812556.70276,0.0,125062,0,0,16,47.640006,0,0,2,0,optimal,DONE
319,npmv07.mps.gz,-414681474006.5819,0,0,104809667050.46764,104809812556.70276,185.472146,104809812556.70276,0.0,125062,0,0,16,53.594359,0,0,32,0,optimal,DONE
319,npmv07.mps.gz,-414681474006.5819,0,0,104809667050.46764,104809812556.70276,188.552403,104809812556.70276,0.0,125062,0,0,16,54.901447,0,0,4,0,optimal,DONE
318,npmv07.mps.gz,-414681474006.5819,0,0,104809667050.46764,104809812556.70276,176.834177,104809812556.70276,0.0,125062,0,0,16,51.404595,0,0,16,0,optimal,DONE
319,ns1208400.mps.gz,0.5,0,0,2.0,2.0,113.30183799999999,2.0,0.0,3960,0,0,136,0.382429,0,0,16,0,optimal,DONE
318,ns1208400.mps.gz,0.5,0,0,2.0,2.0,110.48001200000002,2.0,0.0,3960,0,0,136,0.34583,0,0,2,0,optimal,DONE
320,ns1208400.mps.gz,0.5,0,0,2.0,2.0,109.63753200000001,2.0,0.0,3960,0,0,136,0.340508,0,0,4,0,optimal,DONE
319,ns1208400.mps.gz,0.5,0,0,2.0,2.0,112.71516100000001,2.0,0.0,3960,0,0,136,0.373281,0,0,8,0,optimal,DONE
320,ns1208400.mps.gz,0.5,0,0,2.0,2.0,109.137628,2.0,0.0,3960,0,0,136,0.341,0,0,32,0,optimal,DONE
319,ns1644855.mps.gz,-200000.0,0,0,-1524.333333333333,-1524.333333333333,842.6445130000001,-1524.333333333333,0.0,30798,0,0,1,35.457755,0,0,2,0,optimal,DONE
321,ns1644855.mps.gz,-200000.0,0,0,-1524.333333333333,-1524.333333333333,814.360811,-1524.333333333333,0.0,30798,0,0,1,35.853922,0,0,4,0,optimal,DONE
320,ns1644855.mps.gz,-200000.0,0,0,-1524.333333333333,-1524.333333333333,1059.887571,-1524.333333333333,0.0,30798,0,0,1,44.971028999999994,0,0,16,0,optimal,DONE
321,ns1644855.mps.gz,-200000.0,0,0,-1524.333333333333,-1524.333333333333,848.304465,-1524.333333333333,0.0,30798,0,0,1,38.448306,0,0,32,0,optimal,DONE
320,ns1644855.mps.gz,-200000.0,0,0,-1524.333333333333,-1524.333333333333,756.473244,-1524.333333333333,0.0,30798,0,0,1,31.609413,0,0,8,0,optimal,DONE
322,ns1760995.mps.gz,-110475.99709820004,0,0,-1175.6629670848833,-469.316948337,18000.020624,-469.316948337,1.5050511626541152,595853,0,0,1,327.134004,0,0,32,0,timelimit,DONE
321,ns1760995.mps.gz,-110475.99709820004,0,0,-1175.6629670848833,-469.316948337,18000.023684,-469.316948337,1.5050511626541152,595843,0,0,1,280.30355099999997,0,0,8,0,timelimit,DONE
320,ns1760995.mps.gz,-110475.99709820004,0,0,-1175.6629670848833,-469.316948337,18000.016278,-469.316948337,1.5050511626541152,595680,0,0,1,420.77931399999994,0,0,2,0,timelimit,DONE
322,ns1760995.mps.gz,-110475.99709820004,0,0,-1175.6629670848833,-469.316948337,18000.009977,-469.316948337,1.5050511626541152,595853,0,0,1,412.09085699999997,0,0,4,0,timelimit,DONE
321,ns1760995.mps.gz,-110475.99709820004,0,0,-1175.6629670848833,-469.316948337,18000.007469,-469.316948337,1.5050511626541152,595681,0,0,1,484.05114000000003,0,0,16,0,timelimit,DONE
323,ns1830653.mps.gz,3526.0,0,0,7297.333333333332,20622.0,169.677506,20622.0,0.0,2715,0,0,17854,0.471682,0,0,32,0,optimal,DONE
323,ns1830653.mps.gz,3526.0,0,0,7297.333333333332,20622.0,192.695662,20622.0,0.0,2715,0,0,17854,0.534226,0,0,4,0,optimal,DONE
322,ns1830653.mps.gz,3526.0,0,0,7297.333333333332,20622.0,176.71594199999998,20622.0,0.0,2715,0,0,17854,0.494338,0,0,16,0,optimal,DONE
322,ns1830653.mps.gz,3526.0,0,0,7297.333333333332,20622.0,169.303777,20622.0,0.0,2715,0,0,17854,0.466563,0,0,8,0,optimal,DONE
321,ns1830653.mps.gz,3526.0,0,0,7297.333333333332,20622.0,176.697507,20622.0,0.0,2715,0,0,17854,0.491113,0,0,2,0,optimal,DONE
322,ns2034125.mps.gz,59730.0,0,0,68165.06689343232,191512.99999999802,17510.299667,191513.0000000583,0.0,7860,0,0,175089,82.18780500000001,0,0,2,0,optimal,DONE
324,ns2034125.mps.gz,59730.0,0,0,68165.06689343232,191512.99999999802,17377.000085,191513.0000000583,0.0,7860,0,0,175089,86.04339499999999,0,0,4,0,optimal,DONE
324,ns2034125.mps.gz,59730.0,0,0,68165.06689343232,191512.99999999802,18000.004128,191513.0000000583,0.004164934500900301,7860,0,0,172304,79.9773,0,0,32,0,timelimit,DONE
323,ns2034125.mps.gz,59730.0,0,0,68165.06689343232,191512.99999999802,17724.881223,191513.0000000583,0.0,7860,0,0,175089,86.691165,0,0,16,0,optimal,DONE
323,ns2034125.mps.gz,59730.0,0,0,68165.06689343232,191512.99999999802,17170.125733,191513.0000000583,0.0,7860,0,0,175089,84.181106,0,0,8,0,optimal,DONE
325,ns2071214.mps.gz,0.0,0,0,0.0,506.9999999999829,1729.485168,506.9999999999829,0.0,9614,0,0,171030,1.757062,0,0,4,0,optimal,DONE
324,ns2071214.mps.gz,0.0,0,0,0.0,506.9999999999829,1792.586553,506.9999999999829,0.0,9614,0,0,171030,2.015099,0,0,16,0,optimal,DONE
323,ns2071214.mps.gz,0.0,0,0,0.0,506.9999999999829,1729.7249129999998,506.9999999999829,0.0,9614,0,0,171030,1.603572,0,0,2,0,optimal,DONE
325,ns2071214.mps.gz,0.0,0,0,0.0,506.9999999999829,1836.6572829999998,506.9999999999829,0.0,9614,0,0,171030,2.075524,0,0,32,0,optimal,DONE
324,ns2071214.mps.gz,0.0,0,0,0.0,506.9999999999829,1837.9878879999999,506.9999999999829,0.0,9614,0,0,171030,2.162497,0,0,8,0,optimal,DONE
324,ns4-pr6.mps.gz,10360.0,0,0,29170.75,29314.0,52.714473,29314.0,0.0,3364,0,0,12362,0.196448,0,0,2,0,optimal,DONE
325,ns4-pr6.mps.gz,10360.0,0,0,29170.75,29314.0,50.713539000000004,29314.0,0.0,3364,0,0,12362,0.18934700000000002,0,0,16,0,optimal,DONE
326,ns4-pr6.mps.gz,10360.0,0,0,29170.75,29314.0,46.569875,29314.0,0.0,3364,0,0,12362,0.156616,0,0,32,0,optimal,DONE
326,ns4-pr6.mps.gz,10360.0,0,0,29170.75,29314.0,52.074923,29314.0,0.0,3364,0,0,12362,0.194879,0,0,4,0,optimal,DONE
325,ns4-pr6.mps.gz,10360.0,0,0,29170.75,29314.0,51.696869,29314.0,0.0,3364,0,0,12362,0.195441,0,0,8,0,optimal,DONE
327,nsa.mps.gz,91.0,0,0,114.6328029375765,120.0,1.646691,120.0,0.0,316,0,0,230,1.38714,0,0,4,0,optimal,DONE
327,nsa.mps.gz,91.0,0,0,114.6328029375765,120.0,2.1767830000000004,120.0,0.0,316,0,0,230,1.83443,0,0,32,0,optimal,DONE
326,nsa.mps.gz,91.0,0,0,114.6328029375765,120.0,2.178741,120.0,0.0,316,0,0,230,1.837991,0,0,8,0,optimal,DONE
326,nsa.mps.gz,91.0,0,0,114.6328029375765,120.0,1.6419990000000002,120.0,0.0,316,0,0,230,1.385887,0,0,16,0,optimal,DONE
325,nsa.mps.gz,91.0,0,0,114.6328029375765,120.0,2.16458,120.0,0.0,316,0,0,230,1.825437,0,0,2,0,optimal,DONE
327,nu120-pr12.mps.gz,8550.0,0,0,39390.0,42215.0,11.318584,42215.0,0.0,1576,0,0,1073,0.242565,0,0,8,0,optimal,DONE
328,nu120-pr12.mps.gz,8550.0,0,0,39390.0,42215.0,12.521837,42215.0,0.0,1576,0,0,1073,0.30250900000000003,0,0,4,0,optimal,DONE
326,nu120-pr12.mps.gz,8550.0,0,0,39390.0,42215.0,10.848116000000001,42215.0,0.0,1576,0,0,1073,0.22590100000000002,0,0,2,0,optimal,DONE
327,nu120-pr12.mps.gz,8550.0,0,0,39390.0,42215.0,10.986921,42215.0,0.0,1576,0,0,1073,0.237691,0,0,16,0,optimal,DONE
328,nu120-pr12.mps.gz,8550.0,0,0,39390.0,42215.0,12.569806,42215.0,0.0,1576,0,0,1073,0.299174,0,0,32,0,optimal,DONE
329,nu120-pr9.mps.gz,3625.0,0,0,19512.5,24945.0,18000.004713,24945.0,0.04492617027961043,3820,0,0,1092530,0.351156,0,0,4,0,timelimit,DONE
328,nu120-pr9.mps.gz,3625.0,0,0,19512.5,24945.0,18000.002515,24945.0,0.04350554277347835,3820,0,0,1149618,0.27588,0,0,8,0,timelimit,DONE
328,nu120-pr9.mps.gz,3625.0,0,0,19512.5,24945.0,18000.002612,24945.0,0.04317825405122844,3820,0,0,1161943,0.256985,0,0,16,0,timelimit,DONE
329,nu120-pr9.mps.gz,3625.0,0,0,19512.5,24945.0,18000.005312999998,24945.0,0.04306920342881037,3820,0,0,1166154,0.258828,0,0,32,0,timelimit,DONE
327,nu120-pr9.mps.gz,3625.0,0,0,19512.5,24945.0,18000.003025,24945.0,0.04350554277347835,3820,0,0,1148635,0.273404,0,0,2,0,timelimit,DONE
329,nu25-pr12.mps.gz,9070.0,0,0,53257.5,53905.0,133.825758,53905.0,0.0,3146,0,0,9816,0.317695,0,0,16,0,optimal,DONE
330,nu25-pr12.mps.gz,9070.0,0,0,53257.5,53905.0,123.862099,53905.0,0.0,3146,0,0,9816,0.306409,0,0,32,0,optimal,DONE
328,nu25-pr12.mps.gz,9070.0,0,0,53257.5,53905.0,133.957808,53905.0,0.0,3146,0,0,9816,0.317379,0,0,2,0,optimal,DONE
329,nu25-pr12.mps.gz,9070.0,0,0,53257.5,53905.0,133.841476,53905.0,0.0,3146,0,0,9816,0.319483,0,0,8,0,optimal,DONE
330,nu25-pr12.mps.gz,9070.0,0,0,53257.5,53905.0,127.948976,53905.0,0.0,3146,0,0,9816,0.30756,0,0,4,0,optimal,DONE
329,nursesched-sprint-hidden09.mps.gz,20.0,0,0,220.02777777777774,366.0,18000.001618000002,366.0,0.4723707000912591,7740,0,0,314549,1.344178,0,0,2,0,timelimit,DONE
331,nursesched-sprint-hidden09.mps.gz,20.0,0,0,220.02777777777774,366.0,18000.001706,366.0,0.4712070984774798,7740,0,0,322543,1.220474,0,0,32,0,timelimit,DONE
331,nursesched-sprint-hidden09.mps.gz,20.0,0,0,220.02777777777774,366.0,18000.001662,366.0,0.4711193544827148,7740,0,0,323390,1.356499,0,0,4,0,timelimit,DONE
330,nursesched-sprint-hidden09.mps.gz,20.0,0,0,220.02777777777774,366.0,18000.001261,366.0,0.4735588331084538,7740,0,0,307120,1.595792,0,0,8,0,timelimit,DONE
330,nursesched-sprint-hidden09.mps.gz,20.0,0,0,220.02777777777774,366.0,18000.001863,366.0,0.4743202416918427,7740,0,0,303924,1.3272950000000001,0,0,16,0,timelimit,DONE
332,nursesched-sprint-late03.mps.gz,34.254806041881224,0,0,34.254806041881224,55.0,18000.001081,55.0,0.37303287469696,9164,0,0,79509,0.8079919999999999,0,0,32,0,timelimit,DONE
331,nursesched-sprint-late03.mps.gz,34.254806041881224,0,0,34.254806041881224,55.0,18000.000949,55.0,0.37305152712033024,9164,0,0,78422,0.9474600000000001,0,0,8,0,timelimit,DONE
331,nursesched-sprint-late03.mps.gz,34.254806041881224,0,0,34.254806041881224,55.0,18000.001275,55.0,0.37304722172909627,9164,0,0,79008,0.964354,0,0,16,0,timelimit,DONE
332,nursesched-sprint-late03.mps.gz,34.254806041881224,0,0,34.254806041881224,55.0,18000.000884,55.0,0.37305152712033024,9164,0,0,78207,0.9401209999999999,0,0,4,0,timelimit,DONE
330,nursesched-sprint-late03.mps.gz,34.254806041881224,0,0,34.254806041881224,55.0,18000.000866,55.0,0.3748181457479172,9164,0,0,72730,0.918482,0,0,2,0,timelimit,DONE
332,nursesched-sprint02.mps.gz,54.41666666666666,0,0,54.41666666666666,58.0,341.46921499999996,58.0,0.0,6384,0,0,2272,0.8004279999999999,0,0,8,0,optimal,DONE
331,nursesched-sprint02.mps.gz,54.41666666666666,0,0,54.41666666666666,58.0,342.24976200000003,58.0,0.0,6384,0,0,2272,0.8538950000000001,0,0,2,0,optimal,DONE
333,nursesched-sprint02.mps.gz,54.41666666666666,0,0,54.41666666666666,58.0,343.689578,58.0,0.0,6384,0,0,2272,0.8729520000000001,0,0,32,0,optimal,DONE
332,nursesched-sprint02.mps.gz,54.41666666666666,0,0,54.41666666666666,58.0,345.449046,58.0,0.0,6384,0,0,2272,0.82116,0,0,16,0,optimal,DONE
333,nursesched-sprint02.mps.gz,54.41666666666666,0,0,54.41666666666666,58.0,367.852779,58.0,0.0,6384,0,0,2272,0.743625,0,0,4,0,optimal,DONE
333,nw04.mps.gz,-1177281308.0,0,0,16576.0,16862.0,23.429051,16862.0,0.0,303,0,0,1,16.057257,0,0,16,0,optimal,DONE
332,nw04.mps.gz,-1177281308.0,0,0,16576.0,16862.0,23.207914000000002,16862.0,0.0,303,0,0,1,15.671731,0,0,2,0,optimal,DONE
334,nw04.mps.gz,-1177281308.0,0,0,16576.0,16862.0,23.715603,16862.0,0.0,303,0,0,1,15.900185999999998,0,0,4,0,optimal,DONE
334,nw04.mps.gz,-1177281308.0,0,0,16576.0,16862.0,23.174895000000003,16862.0,0.0,303,0,0,1,15.72313,0,0,32,0,optimal,DONE
333,nw04.mps.gz,-1177281308.0,0,0,16576.0,16862.0,23.980781,16862.0,0.0,303,0,0,1,16.12755,0,0,8,0,optimal,DONE
333,opm2-z6-s1.mps.gz,-65222.0,0,0,-7540.517471910991,-6202.000000000001,91.987727,-6202.000000000001,0.0,12245,0,0,2214,1.6780009999999999,0,0,2,0,optimal,DONE
334,opm2-z6-s1.mps.gz,-65222.0,0,0,-7540.517471910991,-6202.000000000001,92.58365500000001,-6202.000000000001,0.0,12245,0,0,2214,1.617302,0,0,16,0,optimal,DONE
335,opm2-z6-s1.mps.gz,-65222.0,0,0,-7540.517471910991,-6202.000000000001,92.041105,-6202.000000000001,0.0,12245,0,0,2214,1.583234,0,0,32,0,optimal,DONE
335,opm2-z6-s1.mps.gz,-65222.0,0,0,-7540.517471910991,-6202.000000000001,92.495135,-6202.000000000001,0.0,12245,0,0,2214,1.6155499999999998,0,0,4,0,optimal,DONE
334,opm2-z6-s1.mps.gz,-65222.0,0,0,-7540.517471910991,-6202.000000000001,92.704128,-6202.000000000001,0.0,12245,0,0,2214,1.5911149999999998,0,0,8,0,optimal,DONE
336,opm2-z7-s8.mps.gz,-111718.0,0,0,-13372.055521655637,-11241.999999999998,254.22006800000003,-11241.999999999998,0.0,26269,0,0,2984,2.969338,0,0,32,0,optimal,DONE
336,opm2-z7-s8.mps.gz,-111718.0,0,0,-13372.055521655637,-11241.999999999998,263.431311,-11241.999999999998,0.0,26269,0,0,2984,3.708536,0,0,4,0,optimal,DONE
335,opm2-z7-s8.mps.gz,-111718.0,0,0,-13372.055521655637,-11241.999999999998,270.03346400000004,-11241.999999999998,0.0,26269,0,0,2984,3.606127,0,0,16,0,optimal,DONE
334,opm2-z7-s8.mps.gz,-111718.0,0,0,-13372.055521655637,-11241.999999999998,265.566265,-11241.999999999998,0.0,26269,0,0,2984,3.60987,0,0,2,0,optimal,DONE
335,opm2-z7-s8.mps.gz,-111718.0,0,0,-13372.055521655637,-11241.999999999998,268.818358,-11241.999999999998,0.0,26269,0,0,2984,3.3785809999999996,0,0,8,0,optimal,DONE
335,opm2-z8-s0.mps.gz,-185738.0,0,0,-19394.503124687864,-15774.999999999998,1775.119637,-15774.999999999998,0.0,54114,0,0,6931,8.811336,0,0,2,0,optimal,DONE
337,opm2-z8-s0.mps.gz,-185738.0,0,0,-19394.503124687864,-15774.999999999998,1768.634877,-15774.999999999998,0.0,54114,0,0,6931,8.560049000000001,0,0,32,0,optimal,DONE
336,opm2-z8-s0.mps.gz,-185738.0,0,0,-19394.503124687864,-15774.999999999998,1758.6909719999999,-15774.999999999998,0.0,54114,0,0,6931,6.774063000000001,0,0,8,0,optimal,DONE
336,opm2-z8-s0.mps.gz,-185738.0,0,0,-19394.503124687864,-15774.999999999998,1766.7698850000002,-15774.999999999998,0.0,54114,0,0,6931,7.484660000000001,0,0,16,0,optimal,DONE
337,opm2-z8-s0.mps.gz,-185738.0,0,0,-19394.503124687864,-15774.999999999998,1733.084382,-15774.999999999998,0.0,54114,0,0,6931,8.364229,0,0,4,0,optimal,DONE
338,osorio-cta.mps.gz,0.0,0,0,0.0,0.028939200187903982,2.978178,0.028939200187903982,0.0,226,0,0,187,0.419771,0,0,32,0,optimal,DONE
337,osorio-cta.mps.gz,0.0,0,0,0.0,0.028939200187903982,3.029764,0.028939200187903982,0.0,226,0,0,187,0.415605,0,0,8,0,optimal,DONE
337,osorio-cta.mps.gz,0.0,0,0,0.0,0.028939200187903982,2.985732,0.028939200187903982,0.0,226,0,0,187,0.398245,0,0,16,0,optimal,DONE
